"","locusId","sysName","scaffoldId","begin","end","name","desc","WeightedFit","WeightedVar","Weightedsdev","Cdt"
"16",14149,"b0004",7023,3734,5020,"thrC","threonine synthase (NCBI)",-1.24591815893962,0.152064898515054,0.149713159794958,"Condition1"
"17",14149,"b0004",7023,3734,5020,"thrC","threonine synthase (NCBI)",-2.34147167380509,0.157766442639535,0.162460439832751,"Condition2"
"18",14149,"b0004",7023,3734,5020,"thrC","threonine synthase (NCBI)",-1.93857920721433,0.0995743429248947,0.105306777429467,"Condition3"
"19",14149,"b0004",7023,3734,5020,"thrC","threonine synthase (NCBI)",-1.9842857905146,0.132190761833703,0.0838919203664991,"Condition4"
"20",14149,"b0004",7023,3734,5020,"thrC","threonine synthase (NCBI)",-2.27307901183786,0.143838342092937,0.140024591318582,"Condition5"
"21",14150,"b0005",7023,5234,5530,"yaaX","hypothetical protein (NCBI)",0.0196959318228583,0.0371028714820652,0.0996965671228856,"Condition1"
"22",14150,"b0005",7023,5234,5530,"yaaX","hypothetical protein (NCBI)",-0.159120512322263,0.0550249273634095,0.054593316390803,"Condition2"
"23",14150,"b0005",7023,5234,5530,"yaaX","hypothetical protein (NCBI)",-0.0658848559931272,0.0844657227962435,0.077358524531201,"Condition3"
"24",14150,"b0005",7023,5234,5530,"yaaX","hypothetical protein (NCBI)",-0.073611392681681,0.0435185202580186,0.149813619231276,"Condition4"
"25",14150,"b0005",7023,5234,5530,"yaaX","hypothetical protein (NCBI)",-0.080132318380441,0.0626459175155312,0.0771528424284147,"Condition5"
"26",14151,"b0006",7023,5683,6459,"yaaA","hypothetical protein (NCBI)",-0.0177126055118327,0.0635728033538577,0.0393311009736689,"Condition1"
"27",14151,"b0006",7023,5683,6459,"yaaA","hypothetical protein (NCBI)",-0.0707693605315649,0.0414952850820303,0.0503476326093649,"Condition2"
"28",14151,"b0006",7023,5683,6459,"yaaA","hypothetical protein (NCBI)",-0.0755044394689279,0.0313437136037337,0.0857018886196541,"Condition3"
"29",14151,"b0006",7023,5683,6459,"yaaA","hypothetical protein (NCBI)",-0.0582129571413892,0.0395164365802327,0.0186941512131579,"Condition4"
"30",14151,"b0006",7023,5683,6459,"yaaA","hypothetical protein (NCBI)",-0.0656700710138074,0.0355676528065289,0.0319469864830165,"Condition5"
"31",14152,"b0007",7023,6529,7959,"yaaJ","predicted transporter (NCBI)",0.0213996701507223,0.064175404372053,0.0954430797700071,"Condition1"
"32",14152,"b0007",7023,6529,7959,"yaaJ","predicted transporter (NCBI)",-0.0831081989960904,0.0514235664616545,0.0572631935255633,"Condition2"
"33",14152,"b0007",7023,6529,7959,"yaaJ","predicted transporter (NCBI)",-0.153007813884937,0.0480234960967613,0.0292691471538248,"Condition3"
"34",14152,"b0007",7023,6529,7959,"yaaJ","predicted transporter (NCBI)",-0.0720376530748905,0.0580435990574605,0.0116661577219503,"Condition4"
"35",14152,"b0007",7023,6529,7959,"yaaJ","predicted transporter (NCBI)",-0.0699207485531664,0.0513003731331836,0.0386417231263553,"Condition5"
"36",14153,"b0008",7023,8238,9191,"talB","transaldolase B (NCBI)",0.330365248546148,0.0704573072890463,0.124495796342649,"Condition1"
"37",14153,"b0008",7023,8238,9191,"talB","transaldolase B (NCBI)",0.100126348477121,0.055738385168457,0.0889627690986138,"Condition2"
"38",14153,"b0008",7023,8238,9191,"talB","transaldolase B (NCBI)",0.197903260801624,0.0548681048527063,0.103735770254644,"Condition3"
"39",14153,"b0008",7023,8238,9191,"talB","transaldolase B (NCBI)",0.241583062930494,0.0550136070782684,0.104064875222536,"Condition4"
"40",14153,"b0008",7023,8238,9191,"talB","transaldolase B (NCBI)",0.210642745857818,0.11830769697581,0.154627944792595,"Condition5"
"41",14154,"b0009",7023,9306,9893,"mog","molybdenum cofactor biosynthesis protein (NCBI)",-0.032976112594259,0.109468113490863,0.108659767473635,"Condition1"
"42",14154,"b0009",7023,9306,9893,"mog","molybdenum cofactor biosynthesis protein (NCBI)",-0.370600918953661,0.0532877322434815,0.0402036014178825,"Condition2"
"43",14154,"b0009",7023,9306,9893,"mog","molybdenum cofactor biosynthesis protein (NCBI)",-0.443908271308376,0.0783350571708719,0.0458994058974983,"Condition3"
"44",14154,"b0009",7023,9306,9893,"mog","molybdenum cofactor biosynthesis protein (NCBI)",-0.315931091685791,0.0567720633679192,0.0324943078952764,"Condition4"
"45",14154,"b0009",7023,9306,9893,"mog","molybdenum cofactor biosynthesis protein (NCBI)",-0.222815438924471,0.0531056302191165,0.0134454419954371,"Condition5"
"46",14155,"b0010",7023,9928,10494,"yaaH","conserved inner membrane protein associated with acetate transport (NCBI)",0.262892621991888,0.111537122959335,0.105345824987696,"Condition1"
"47",14155,"b0010",7023,9928,10494,"yaaH","conserved inner membrane protein associated with acetate transport (NCBI)",0.0423461368262636,0.0457550842050235,0.128611000522255,"Condition2"
"48",14155,"b0010",7023,9928,10494,"yaaH","conserved inner membrane protein associated with acetate transport (NCBI)",0.123983615906864,0.0611257540234651,0.0220418820904819,"Condition3"
"49",14155,"b0010",7023,9928,10494,"yaaH","conserved inner membrane protein associated with acetate transport (NCBI)",0.0471146139648354,0.0790894654597817,0.0817613973396414,"Condition4"
"50",14155,"b0010",7023,9928,10494,"yaaH","conserved inner membrane protein associated with acetate transport (NCBI)",0.100399253948721,0.0436061131885672,0.0171760030351679,"Condition5"
"51",14156,"b0011",7023,10643,11356,"yaaW","hypothetical protein (NCBI)",0.0853008328739301,0.0491381203933172,0.115645991790832,"Condition1"
"52",14156,"b0011",7023,10643,11356,"yaaW","hypothetical protein (NCBI)",0.0226840252254805,0.0808854000324088,0.0713958722796003,"Condition2"
"53",14156,"b0011",7023,10643,11356,"yaaW","hypothetical protein (NCBI)",0.027398380045487,0.0639901128015445,0.0708765064717424,"Condition3"
"54",14156,"b0011",7023,10643,11356,"yaaW","hypothetical protein (NCBI)",0.0256499236522783,0.0731165263385181,0.076757647456917,"Condition4"
"55",14156,"b0011",7023,10643,11356,"yaaW","hypothetical protein (NCBI)",0.0718020458170966,0.038507922541464,0.0411693718117585,"Condition5"
"56",14158,"b0013",7023,11382,11786,"yaaI","hypothetical protein (NCBI)",-0.0892450571983883,0.0766725403554531,0.0184304512005423,"Condition1"
"57",14158,"b0013",7023,11382,11786,"yaaI","hypothetical protein (NCBI)",-0.122570309700322,0.0943940394727363,0.12733172255959,"Condition2"
"58",14158,"b0013",7023,11382,11786,"yaaI","hypothetical protein (NCBI)",-0.121590673005134,0.070266713879456,0.172584350058692,"Condition3"
"59",14158,"b0013",7023,11382,11786,"yaaI","hypothetical protein (NCBI)",-0.0695780638219909,0.0556942533343552,0.244392101926258,"Condition4"
"60",14158,"b0013",7023,11382,11786,"yaaI","hypothetical protein (NCBI)",-0.0500958087658693,0.0660818221510854,0.0566185173798312,"Condition5"
"61",14159,"b0014",7023,12163,14079,"dnaK","molecular chaperone DnaK (NCBI)",-3.47897078207104,0.45972980683278,1.07357688540397,"Condition1"
"62",14159,"b0014",7023,12163,14079,"dnaK","molecular chaperone DnaK (NCBI)",-0.955446324695117,0.096462484094421,0.289813561899717,"Condition2"
"63",14159,"b0014",7023,12163,14079,"dnaK","molecular chaperone DnaK (NCBI)",-0.830588832531189,0.151616289714615,0.123738363350052,"Condition3"
"64",14159,"b0014",7023,12163,14079,"dnaK","molecular chaperone DnaK (NCBI)",-0.857305426085732,0.173535383499425,0.446208846601028,"Condition4"
"65",14159,"b0014",7023,12163,14079,"dnaK","molecular chaperone DnaK (NCBI)",-1.73484003143797,0.309385120889114,0.334340402951038,"Condition5"
"66",14160,"b0015",7023,14168,15298,"dnaJ","chaperone Hsp40, co-chaperone with DnaK (NCBI)",-1.29694396921535,0.528004107244019,0.124929254703904,"Condition1"
"67",14160,"b0015",7023,14168,15298,"dnaJ","chaperone Hsp40, co-chaperone with DnaK (NCBI)",0.0562246621533931,0.0780436081431643,0.0592299161049913,"Condition2"
"68",14160,"b0015",7023,14168,15298,"dnaJ","chaperone Hsp40, co-chaperone with DnaK (NCBI)",0.163543702043739,0.0971381919594846,0.0472854269912671,"Condition3"
"69",14160,"b0015",7023,14168,15298,"dnaJ","chaperone Hsp40, co-chaperone with DnaK (NCBI)",-0.0074094924871812,0.102755384060715,0.0135909687082265,"Condition4"
"70",14160,"b0015",7023,14168,15298,"dnaJ","chaperone Hsp40, co-chaperone with DnaK (NCBI)",-0.0226614402367728,0.114975362011643,0.0418926994133413,"Condition5"
"71",14163,"b0018",7023,16751,16960,"mokC","regulatory protein for HokC, overlaps CDS of hokC (NCBI)",0.294812035397574,0.528004107244019,0.466955174093441,"Condition1"
"72",14163,"b0018",7023,16751,16960,"mokC","regulatory protein for HokC, overlaps CDS of hokC (NCBI)",0.144499418318928,0.0780436081431643,0.277586506531581,"Condition2"
"73",14163,"b0018",7023,16751,16960,"mokC","regulatory protein for HokC, overlaps CDS of hokC (NCBI)",0.062656961247895,0.0971381919594846,0.435052418179711,"Condition3"
"74",14163,"b0018",7023,16751,16960,"mokC","regulatory protein for HokC, overlaps CDS of hokC (NCBI)",0.229800389466858,0.102755384060715,0.261087095148166,"Condition4"
"75",14163,"b0018",7023,16751,16960,"mokC","regulatory protein for HokC, overlaps CDS of hokC (NCBI)",0.314969780376842,0.114975362011643,0.224575597756475,"Condition5"
"76",1936201,"b4413",7023,16952,17006,"sokC","regulatory antisense RNA (NCBI)",-0.0450136673264527,0.0509643048811843,0.269674486124547,"Condition1"
"77",1936201,"b4413",7023,16952,17006,"sokC","regulatory antisense RNA (NCBI)",0.0508835324735681,0.024042273532044,0.195993305282198,"Condition2"
"78",1936201,"b4413",7023,16952,17006,"sokC","regulatory antisense RNA (NCBI)",0.0126495460024154,0.0244204586990327,0.0579656497264274,"Condition3"
"79",1936201,"b4413",7023,16952,17006,"sokC","regulatory antisense RNA (NCBI)",0.23724175454432,0.040726690454056,0.23304727797243,"Condition4"
"80",1936201,"b4413",7023,16952,17006,"sokC","regulatory antisense RNA (NCBI)",0.131882491772393,0.0375863245520609,0.257896620537574,"Condition5"
"81",14164,"b0019",7023,17489,18655,"nhaA","pH-dependent sodium/proton antiporter (NCBI)",-0.980896505179938,0.334997351949283,1.09434259080304,"Condition1"
"82",14164,"b0019",7023,17489,18655,"nhaA","pH-dependent sodium/proton antiporter (NCBI)",-0.276497334681197,0.160772770129043,0.0653975076436417,"Condition2"
"83",14164,"b0019",7023,17489,18655,"nhaA","pH-dependent sodium/proton antiporter (NCBI)",-0.331044855450549,0.154025957848846,0.100460116334198,"Condition3"
"84",14164,"b0019",7023,17489,18655,"nhaA","pH-dependent sodium/proton antiporter (NCBI)",-0.699867540323961,0.178410638051493,0.752968947210882,"Condition4"
"85",14164,"b0019",7023,17489,18655,"nhaA","pH-dependent sodium/proton antiporter (NCBI)",-1.50685843296065,0.257824268237058,0.534421619953783,"Condition5"
"86",14165,"b0020",7023,18715,19620,"nhaR","DNA-binding transcriptional activator (NCBI)",0.166837513568515,0.0530748173154257,0.0235366383814397,"Condition1"
"87",14165,"b0020",7023,18715,19620,"nhaR","DNA-binding transcriptional activator (NCBI)",-0.0821217358398887,0.0301404759254412,0.0583103645990471,"Condition2"
"88",14165,"b0020",7023,18715,19620,"nhaR","DNA-binding transcriptional activator (NCBI)",-0.0110535229890194,0.0283571222112477,0.0618079388132844,"Condition3"
"89",14165,"b0020",7023,18715,19620,"nhaR","DNA-binding transcriptional activator (NCBI)",-0.0510055899855757,0.0347215337652956,0.0741954084595028,"Condition4"
"90",14165,"b0020",7023,18715,19620,"nhaR","DNA-binding transcriptional activator (NCBI)",-0.038906199475832,0.0313626849529148,0.0638092320797852,"Condition5"
"91",14173,"b0028",7023,25826,26275,"fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)",0.00212954369615913,0.0629782167368298,0.096858665449414,"Condition1"
"92",14173,"b0028",7023,25826,26275,"fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)",0.271938242125759,0.01047537761524,0.0850256173009292,"Condition2"
"93",14173,"b0028",7023,25826,26275,"fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)",0.23287378144792,0.0137090128980716,0.0582556397118911,"Condition3"
"94",14173,"b0028",7023,25826,26275,"fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)",0.198516434761272,0.00817520206959972,0.0713879926166865,"Condition4"
"95",14173,"b0028",7023,25826,26275,"fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)",0.00593702828087285,0.036289271409331,0.11196997744872,"Condition5"
"96",14175,"b0030",7023,27293,28207,"rihC","ribonucleoside hydrolase 3 (NCBI)",-0.0297401266809112,0.0766578485163339,0.0598723177615214,"Condition1"
"97",14175,"b0030",7023,27293,28207,"rihC","ribonucleoside hydrolase 3 (NCBI)",-0.0748612175885699,0.0405274306591711,0.0795934571354115,"Condition2"
"98",14175,"b0030",7023,27293,28207,"rihC","ribonucleoside hydrolase 3 (NCBI)",-0.0701346482133006,0.0361288138264784,0.0447883153417379,"Condition3"
"99",14175,"b0030",7023,27293,28207,"rihC","ribonucleoside hydrolase 3 (NCBI)",-0.047302677253638,0.0319626056014866,0.00284275319168456,"Condition4"
"100",14175,"b0030",7023,27293,28207,"rihC","ribonucleoside hydrolase 3 (NCBI)",-0.061358758505996,0.0464654293178598,0.0380846470036284,"Condition5"
"101",14177,"b0032",7023,29651,30799,"carA","carbamoyl-phosphate synthase small subunit (NCBI)",-0.142303548624181,0.0627619706957805,0.0736478560079081,"Condition1"
"102",14177,"b0032",7023,29651,30799,"carA","carbamoyl-phosphate synthase small subunit (NCBI)",-0.154935914951709,0.0619298556605638,0.079887280304151,"Condition2"
"103",14177,"b0032",7023,29651,30799,"carA","carbamoyl-phosphate synthase small subunit (NCBI)",-0.288001527838912,0.0556741773921371,0.0691896604467948,"Condition3"
"104",14177,"b0032",7023,29651,30799,"carA","carbamoyl-phosphate synthase small subunit (NCBI)",-0.371146991469333,0.0658747605305764,0.0959221317193065,"Condition4"
"105",14177,"b0032",7023,29651,30799,"carA","carbamoyl-phosphate synthase small subunit (NCBI)",-0.0253481649841589,0.0613724574556163,0.097662131948068,"Condition5"
"106",14178,"b0033",7023,30817,34038,"carB","carbamoyl-phosphate synthase large subunit (NCBI)",-0.299758917263303,0.0877503616269998,0.02373767352768,"Condition1"
"107",14178,"b0033",7023,30817,34038,"carB","carbamoyl-phosphate synthase large subunit (NCBI)",-0.349327636642222,0.0791181623187594,0.114426287833991,"Condition2"
"108",14178,"b0033",7023,30817,34038,"carB","carbamoyl-phosphate synthase large subunit (NCBI)",-0.666539303993626,0.0723025848113188,0.0812007557186331,"Condition3"
"109",14178,"b0033",7023,30817,34038,"carB","carbamoyl-phosphate synthase large subunit (NCBI)",-0.552960522885973,0.0964918493926056,0.0234559889044684,"Condition4"
"110",14178,"b0033",7023,30817,34038,"carB","carbamoyl-phosphate synthase large subunit (NCBI)",-0.222668205324685,0.0601956878667239,0.0314194600106657,"Condition5"
"111",14180,"b0034",7023,34300,34695,"caiF","transcriptional regulator of cai operon (VIMSS)",-0.0394892736429381,0.24063791914563,0.0484296747359162,"Condition1"
"112",14180,"b0034",7023,34300,34695,"caiF","transcriptional regulator of cai operon (VIMSS)",-0.0112895343117022,0.0954852902994496,0.0655404107921554,"Condition2"
"113",14180,"b0034",7023,34300,34695,"caiF","transcriptional regulator of cai operon (VIMSS)",0.0453663885417632,0.123776091032811,0.0211919242696876,"Condition3"
"114",14180,"b0034",7023,34300,34695,"caiF","transcriptional regulator of cai operon (VIMSS)",0.0137947151418676,0.115118723492708,0.047739799617107,"Condition4"
"115",14180,"b0034",7023,34300,34695,"caiF","transcriptional regulator of cai operon (VIMSS)",0.0153050033599774,0.180552729833093,0.0716663585532939,"Condition5"
"116",14181,"b0035",7023,34781,35371,"caiE","possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)",0.0151126424320276,0.118465117968567,0.100925216367392,"Condition1"
"117",14181,"b0035",7023,34781,35371,"caiE","possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)",-0.0875773771682871,0.061622430593714,0.0771567492832311,"Condition2"
"118",14181,"b0035",7023,34781,35371,"caiE","possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)",-0.109230829488576,0.0634045140577715,0.115804180218379,"Condition3"
"119",14181,"b0035",7023,34781,35371,"caiE","possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)",0.00250828323504868,0.0832019394441287,0.0649630497158916,"Condition4"
"120",14181,"b0035",7023,34781,35371,"caiE","possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)",0.0154837900225944,0.0575822458282373,0.055042465714927,"Condition5"
"121",14182,"b0036",7023,35377,36162,"caiD","crotonobetainyl CoA hydratase (RefSeq)",-0.086533206366079,0.0988786112650919,0.0635353095445285,"Condition1"
"122",14182,"b0036",7023,35377,36162,"caiD","crotonobetainyl CoA hydratase (RefSeq)",-0.0446309340913848,0.0877740944771703,0.0614751968321946,"Condition2"
"123",14182,"b0036",7023,35377,36162,"caiD","crotonobetainyl CoA hydratase (RefSeq)",-0.0315387772367835,0.084271180971603,0.165003738950106,"Condition3"
"124",14182,"b0036",7023,35377,36162,"caiD","crotonobetainyl CoA hydratase (RefSeq)",-0.0838658171336977,0.0938267570797065,0.0608891997657858,"Condition4"
"125",14182,"b0036",7023,35377,36162,"caiD","crotonobetainyl CoA hydratase (RefSeq)",-0.00620853797727653,0.0942062304738179,0.0213279474917492,"Condition5"
"126",14183,"b0037",7023,36271,37824,"caiC","predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)",0.112694704999987,0.0807641782550424,0.120028112182959,"Condition1"
"127",14183,"b0037",7023,36271,37824,"caiC","predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)",-0.0123214963573877,0.0483697495255786,0.0268637031008044,"Condition2"
"128",14183,"b0037",7023,36271,37824,"caiC","predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)",0.00586340892706478,0.0657732968122106,0.00743444643096207,"Condition3"
"129",14183,"b0037",7023,36271,37824,"caiC","predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)",0.00349902244412855,0.062801296708511,0.0323951550331732,"Condition4"
"130",14183,"b0037",7023,36271,37824,"caiC","predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)",0.0650004473737516,0.0484181015545267,0.0551438679953499,"Condition5"
"131",14184,"b0038",7023,37898,39115,"caiB","crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)",0.208304407218008,0.0536935531806925,0.0249427389711549,"Condition1"
"132",14184,"b0038",7023,37898,39115,"caiB","crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)",0.0423416315564659,0.0460043210987432,0.0404762322596635,"Condition2"
"133",14184,"b0038",7023,37898,39115,"caiB","crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)",0.0922765148225187,0.0393795988823052,0.0435427586403919,"Condition3"
"134",14184,"b0038",7023,37898,39115,"caiB","crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)",0.08271141675884,0.0486561872684331,0.0618005392326911,"Condition4"
"135",14184,"b0038",7023,37898,39115,"caiB","crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)",0.0574091520564593,0.0431815110073102,0.0369093083487453,"Condition5"
"136",14185,"b0039",7023,39244,40386,"caiA","crotonobetaine reductase subunit II, FAD-binding (NCBI)",-0.0708144429178395,0.0729789687647403,0.0491991031369231,"Condition1"
"137",14185,"b0039",7023,39244,40386,"caiA","crotonobetaine reductase subunit II, FAD-binding (NCBI)",-0.0795438216633626,0.0591009709589817,0.0303800454632752,"Condition2"
"138",14185,"b0039",7023,39244,40386,"caiA","crotonobetaine reductase subunit II, FAD-binding (NCBI)",-0.0562142242024231,0.0528982822011091,0.0305423583437858,"Condition3"
"139",14185,"b0039",7023,39244,40386,"caiA","crotonobetaine reductase subunit II, FAD-binding (NCBI)",-0.00167591015890252,0.062830012048277,0.0109740710077579,"Condition4"
"140",14185,"b0039",7023,39244,40386,"caiA","crotonobetaine reductase subunit II, FAD-binding (NCBI)",0.00949718818920721,0.0540067030532361,0.0766042423529476,"Condition5"
"141",14186,"b0040",7023,40417,41931,"caiT","L-carnitine/gamma-butyrobetaine antiporter (NCBI)",0.0455114754638287,0.124960462219769,0.0254972101520119,"Condition1"
"142",14186,"b0040",7023,40417,41931,"caiT","L-carnitine/gamma-butyrobetaine antiporter (NCBI)",-0.0198518822020519,0.120788372485798,0.0301174327235883,"Condition2"
"143",14186,"b0040",7023,40417,41931,"caiT","L-carnitine/gamma-butyrobetaine antiporter (NCBI)",0.0145202334408302,0.0854090569030481,0.0609548689542726,"Condition3"
"144",14186,"b0040",7023,40417,41931,"caiT","L-carnitine/gamma-butyrobetaine antiporter (NCBI)",-0.0105479395698677,0.0867093360362247,0.0186096273960649,"Condition4"
"145",14186,"b0040",7023,40417,41931,"caiT","L-carnitine/gamma-butyrobetaine antiporter (NCBI)",0.00785117859193239,0.092968863934826,0.0498008511068383,"Condition5"
"146",14187,"b0041",7023,42403,43173,"fixA","probable flavoprotein subunit, carnitine metabolism (VIMSS)",-0.175119121290397,0.233852292576894,0.170438040801475,"Condition1"
"147",14187,"b0041",7023,42403,43173,"fixA","probable flavoprotein subunit, carnitine metabolism (VIMSS)",-0.0906451433878518,0.0923993139245837,0.0873538082089202,"Condition2"
"148",14187,"b0041",7023,42403,43173,"fixA","probable flavoprotein subunit, carnitine metabolism (VIMSS)",-0.197939275693286,0.140046731552359,0.170517821627721,"Condition3"
"149",14187,"b0041",7023,42403,43173,"fixA","probable flavoprotein subunit, carnitine metabolism (VIMSS)",-0.133916703159445,0.196837779737871,0.122438401583029,"Condition4"
"150",14187,"b0041",7023,42403,43173,"fixA","probable flavoprotein subunit, carnitine metabolism (VIMSS)",-0.0625138732436034,0.0862873003896871,0.0573367381793551,"Condition5"
"151",14188,"b0042",7023,43188,44129,"fixB","predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)",-0.0479188226613931,0.0722751381760667,0.0206821740197854,"Condition1"
"152",14188,"b0042",7023,43188,44129,"fixB","predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)",-0.0874027660612007,0.0645977134250503,0.0549414146057575,"Condition2"
"153",14188,"b0042",7023,43188,44129,"fixB","predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)",-0.0643393973186488,0.057630053551824,0.0345126605839816,"Condition3"
"154",14188,"b0042",7023,43188,44129,"fixB","predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)",-0.0599948889827995,0.0382234589752154,0.0422658680019913,"Condition4"
"155",14188,"b0042",7023,43188,44129,"fixB","predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)",-0.0293109732146446,0.0461230306250318,0.010345051842347,"Condition5"
"156",14189,"b0043",7023,44180,45466,"fixC","predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)",0.048285096928989,0.0688913747631554,0.0401554616923783,"Condition1"
"157",14189,"b0043",7023,44180,45466,"fixC","predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)",0.000789232936878561,0.055794881451788,0.0663222393912828,"Condition2"
"158",14189,"b0043",7023,44180,45466,"fixC","predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)",0.0117182283712015,0.0586956984590694,0.0497324493611905,"Condition3"
"159",14189,"b0043",7023,44180,45466,"fixC","predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)",0.0459289621920417,0.0626397349181403,0.0127197038949607,"Condition4"
"160",14189,"b0043",7023,44180,45466,"fixC","predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)",0.0680880664290407,0.0636897632631492,0.107369489897988,"Condition5"
"161",14190,"b0044",7023,45463,45750,"fixX","predicted 4Fe-4S ferredoxin-type protein (NCBI)",0.206912312718366,0.0347403631110211,0.118770976857915,"Condition1"
"162",14190,"b0044",7023,45463,45750,"fixX","predicted 4Fe-4S ferredoxin-type protein (NCBI)",0.0539163276123989,0.0212458372017815,0.0615382973321358,"Condition2"
"163",14190,"b0044",7023,45463,45750,"fixX","predicted 4Fe-4S ferredoxin-type protein (NCBI)",0.243550072320935,0.006824019133152,0.0404871868119632,"Condition3"
"164",14190,"b0044",7023,45463,45750,"fixX","predicted 4Fe-4S ferredoxin-type protein (NCBI)",0.0202217440403985,0.0283751529818808,0.0257158877545986,"Condition4"
"165",14190,"b0044",7023,45463,45750,"fixX","predicted 4Fe-4S ferredoxin-type protein (NCBI)",0.214749448040867,0.00408657722818066,0.0610562197984484,"Condition5"
"166",14191,"b0045",7023,45807,47138,"yaaU","predicted transporter (NCBI)",0.209114658189898,0.0595883480329819,0.127129377085853,"Condition1"
"167",14191,"b0045",7023,45807,47138,"yaaU","predicted transporter (NCBI)",0.0649911624526815,0.0233627165429541,0.0337264685564499,"Condition2"
"168",14191,"b0045",7023,45807,47138,"yaaU","predicted transporter (NCBI)",0.059551513776317,0.0332681661881236,0.0364225653584953,"Condition3"
